,name,label
0,0_143,0
1,0_390,1
2,0_841,2
3,0_996,3
4,0_588,4
5,0_213,0
6,0_654,1
7,0_747,2
8,0_992,3
9,0_1210,4
10,0_156,0
11,0_332,1
12,0_903,2
13,0_980,3
14,0_1227,4
15,0_120,0
16,0_412,1
17,0_752,2
18,0_1141,3
19,0_1198,4
20,0_254,0
21,0_700,1
22,0_867,2
23,0_1183,3
24,0_1230,4
25,0_106,0
26,0_605,1
27,0_442,2
28,0_559,3
29,0_1402,4
30,0_281,0
31,0_660,1
32,0_523,2
33,0_1167,3
34,0_1433,4
35,0_117,0
36,0_622,1
37,0_757,2
38,0_1178,3
39,0_1325,4
40,0_173,0
41,0_667,1
42,0_500,2
43,0_1036,3
44,0_580,4
45,0_247,0
46,0_422,1
47,0_459,2
48,0_1015,3
49,0_1314,4
50,0_116,0
51,0_697,1
52,0_493,2
53,0_1103,3
54,0_1217,4
55,0_54,0
56,0_315,1
57,0_776,2
58,0_1158,3
59,0_1305,4
60,0_134,0
61,0_719,1
62,0_909,2
63,0_549,3
64,0_1443,4
65,0_227,0
66,0_352,1
67,0_446,2
68,0_965,3
69,0_1263,4
70,0_138,0
71,0_711,1
72,0_777,2
73,0_553,3
74,0_584,4
75,0_66,0
76,0_394,1
77,0_499,2
78,0_962,3
79,0_1235,4
80,0_201,0
81,0_307,1
82,0_511,2
83,0_558,3
84,0_1228,4
85,0_95,0
86,0_300,1
87,0_872,2
88,0_1153,3
89,0_1326,4
90,0_133,0
91,0_696,1
92,0_910,2
93,0_1168,3
94,0_1242,4
95,0_160,0
96,0_619,1
97,0_858,2
98,0_1090,3
99,0_1232,4
100,0_214,0
101,0_425,1
102,0_891,2
103,0_1012,3
104,0_1332,4
105,0_17,0
106,0_432,1
107,0_755,2
108,0_1147,3
109,0_1273,4
110,0_27,0
111,0_312,1
112,0_830,2
113,0_532,3
114,0_1346,4
115,0_208,0
116,0_347,1
117,0_878,2
118,0_1133,3
119,0_1449,4
120,0_48,0
121,0_613,1
122,0_473,2
123,0_544,3
124,0_1270,4
125,0_94,0
126,0_615,1
127,0_469,2
128,0_984,3
129,0_1455,4
130,0_57,0
131,0_677,1
132,0_916,2
133,0_950,3
134,0_1454,4
135,0_174,0
136,0_340,1
137,0_816,2
138,0_533,3
139,0_1365,4
140,0_204,0
141,0_674,1
142,0_472,2
143,0_1041,3
144,0_1202,4
145,0_182,0
146,0_367,1
147,0_491,2
148,0_547,3
149,0_1391,4
150,0_252,0
151,0_382,1
152,0_754,2
153,0_536,3
154,0_575,4
155,0_157,0
156,0_676,1
157,0_762,2
158,0_1058,3
159,0_589,4
160,0_69,0
161,0_673,1
162,0_827,2
163,0_949,3
164,0_1380,4
165,0_245,0
166,0_680,1
167,0_834,2
168,0_1171,3
169,0_1442,4
170,0_42,0
171,0_319,1
172,0_901,2
173,0_1132,3
174,0_1298,4
175,0_230,0
176,0_633,1
177,0_444,2
178,0_1156,3
179,0_1304,4
180,0_236,0
181,0_614,1
182,0_925,2
183,0_1161,3
184,0_1240,4
185,0_225,0
186,0_607,1
187,0_866,2
188,0_967,3
189,0_1361,4
190,0_101,0
191,0_399,1
192,0_898,2
193,0_1180,3
194,0_1372,4
195,0_233,0
196,0_373,1
197,0_818,2
198,0_1087,3
199,0_577,4
