,name,label
0,0_199,0
1,0_326,1
2,0_888,2
3,0_1027,3
4,0_1327,4
5,0_73,0
6,0_659,1
7,0_498,2
8,0_989,3
9,0_1409,4
10,0_118,0
11,0_737,1
12,0_807,2
13,0_1023,3
14,0_1366,4
15,0_192,0
16,0_710,1
17,0_942,2
18,0_1062,3
19,0_1333,4
20,0_140,0
21,0_440,1
22,0_934,2
23,0_1059,3
24,0_1405,4
25,0_158,0
26,0_330,1
27,0_832,2
28,0_550,3
29,0_1211,4
30,0_91,0
31,0_403,1
32,0_441,2
33,0_1174,3
34,0_1296,4
35,0_218,0
36,0_325,1
37,0_838,2
38,0_540,3
39,0_1265,4
40,0_252,0
41,0_382,1
42,0_754,2
43,0_536,3
44,0_575,4
45,0_115,0
46,0_438,1
47,0_456,2
48,0_1172,3
49,0_1282,4
50,0_1,0
51,0_644,1
52,0_526,2
53,0_1069,3
54,0_1193,4
55,0_70,0
56,0_317,1
57,0_938,2
58,0_975,3
59,0_1435,4
60,0_131,0
61,0_664,1
62,0_756,2
63,0_968,3
64,0_1444,4
65,0_49,0
66,0_627,1
67,0_750,2
68,0_1055,3
69,0_1246,4
70,0_63,0
71,0_375,1
72,0_450,2
73,0_1091,3
74,0_1307,4
75,0_80,0
76,0_668,1
77,0_464,2
78,0_1166,3
79,0_1396,4
80,0_113,0
81,0_400,1
82,0_941,2
83,0_541,3
84,0_1274,4
85,0_2,0
86,0_295,1
87,0_810,2
88,0_1073,3
89,0_1216,4
90,0_195,0
91,0_662,1
92,0_758,2
93,0_1005,3
94,0_1359,4
95,0_216,0
96,0_610,1
97,0_868,2
98,0_1126,3
99,0_1275,4
100,0_282,0
101,0_296,1
102,0_486,2
103,0_1135,3
104,0_1297,4
105,0_122,0
106,0_343,1
107,0_904,2
108,0_1020,3
109,0_1267,4
110,0_223,0
111,0_428,1
112,0_893,2
113,0_1085,3
114,0_1445,4
115,0_168,0
116,0_670,1
117,0_851,2
118,0_1148,3
119,0_1272,4
120,0_188,0
121,0_366,1
122,0_746,2
123,0_1019,3
124,0_1241,4
125,0_156,0
126,0_332,1
127,0_903,2
128,0_980,3
129,0_1227,4
130,0_72,0
131,0_661,1
132,0_507,2
133,0_1098,3
134,0_1336,4
135,0_5,0
136,0_388,1
137,0_864,2
138,0_944,3
139,0_1376,4
140,0_229,0
141,0_397,1
142,0_896,2
143,0_1092,3
144,0_1247,4
145,0_153,0
146,0_707,1
147,0_926,2
148,0_1064,3
149,0_1340,4
150,0_23,0
151,0_364,1
152,0_937,2
153,0_1000,3
154,0_1231,4
155,0_202,0
156,0_603,1
157,0_859,2
158,0_1018,3
159,0_599,4
160,0_133,0
161,0_696,1
162,0_910,2
163,0_1168,3
164,0_1242,4
165,0_100,0
166,0_404,1
167,0_812,2
168,0_954,3
169,0_1264,4
170,0_254,0
171,0_700,1
172,0_867,2
173,0_1183,3
174,0_1230,4
175,0_11,0
176,0_357,1
177,0_829,2
178,0_953,3
179,0_1422,4
180,0_261,0
181,0_656,1
182,0_897,2
183,0_1068,3
184,0_1317,4
185,0_278,0
186,0_730,1
187,0_774,2
188,0_1129,3
189,0_1375,4
190,0_4,0
191,0_393,1
192,0_927,2
193,0_981,3
194,0_1403,4
195,0_283,0
196,0_671,1
197,0_914,2
198,0_1155,3
199,0_1271,4
200,0_62,0
201,0_686,1
202,0_454,2
203,0_985,3
204,0_1300,4
205,0_270,0
206,0_650,1
207,0_857,2
208,0_1054,3
209,0_1369,4
210,0_57,0
211,0_677,1
212,0_916,2
213,0_950,3
214,0_1454,4
215,0_52,0
216,0_636,1
217,0_809,2
218,0_1026,3
219,0_1334,4
220,0_287,0
221,0_380,1
222,0_895,2
223,0_1066,3
224,0_1284,4
225,0_162,0
226,0_427,1
227,0_886,2
228,0_974,3
229,0_1364,4
230,0_238,0
231,0_669,1
232,0_448,2
233,0_1104,3
234,0_1229,4
235,0_125,0
236,0_436,1
237,0_936,2
238,0_546,3
239,0_1276,4
240,0_129,0
241,0_672,1
242,0_796,2
243,0_1094,3
244,0_1283,4
245,0_178,0
246,0_665,1
247,0_525,2
248,0_1024,3
249,0_1362,4
250,0_19,0
251,0_309,1
252,0_496,2
253,0_554,3
254,0_1253,4
255,0_135,0
256,0_305,1
257,0_805,2
258,0_1124,3
259,0_1194,4
260,0_33,0
261,0_693,1
262,0_787,2
263,0_1160,3
264,0_1200,4
265,0_154,0
266,0_681,1
267,0_917,2
268,0_573,3
269,0_1397,4
270,0_0,0
271,0_365,1
272,0_455,2
273,0_1121,3
274,0_579,4
275,0_68,0
276,0_626,1
277,0_764,2
278,0_1007,3
279,0_1437,4
280,0_206,0
281,0_706,1
282,0_495,2
283,0_1109,3
284,0_1195,4
285,0_66,0
286,0_394,1
287,0_499,2
288,0_962,3
289,0_1235,4
290,0_127,0
291,0_658,1
292,0_443,2
293,0_998,3
294,0_1373,4
295,0_77,0
296,0_628,1
297,0_453,2
298,0_1043,3
299,0_1349,4
300,0_82,0
301,0_329,1
302,0_892,2
303,0_560,3
304,0_1226,4
305,0_104,0
306,0_379,1
307,0_877,2
308,0_542,3
309,0_1316,4
310,0_279,0
311,0_381,1
312,0_481,2
313,0_1099,3
314,0_1408,4
315,0_149,0
316,0_675,1
317,0_785,2
318,0_545,3
319,0_1286,4
320,0_45,0
321,0_294,1
322,0_931,2
323,0_1045,3
324,0_1294,4
325,0_262,0
326,0_617,1
327,0_766,2
328,0_535,3
329,0_1310,4
330,0_98,0
331,0_348,1
332,0_822,2
333,0_1107,3
334,0_1358,4
335,0_167,0
336,0_655,1
337,0_853,2
338,0_1049,3
339,0_1448,4
340,0_155,0
341,0_313,1
342,0_929,2
343,0_1189,3
344,0_1387,4
345,0_136,0
346,0_378,1
347,0_743,2
348,0_1056,3
349,0_1330,4
350,0_31,0
351,0_695,1
352,0_506,2
353,0_556,3
354,0_1285,4
355,0_22,0
356,0_337,1
357,0_911,2
358,0_987,3
359,0_1419,4
360,0_215,0
361,0_324,1
362,0_480,2
363,0_570,3
364,0_1446,4
365,0_47,0
366,0_417,1
367,0_779,2
368,0_999,3
369,0_1218,4
370,0_56,0
371,0_682,1
372,0_833,2
373,0_1151,3
374,0_1328,4
375,0_250,0
376,0_376,1
377,0_478,2
378,0_1079,3
379,0_1222,4
380,0_99,0
381,0_341,1
382,0_894,2
383,0_1001,3
384,0_1206,4
385,0_224,0
386,0_728,1
387,0_482,2
388,0_571,3
389,0_1451,4
390,0_17,0
391,0_432,1
392,0_755,2
393,0_1147,3
394,0_1273,4
395,0_142,0
396,0_359,1
397,0_527,2
398,0_1134,3
399,0_1457,4
400,0_214,0
401,0_425,1
402,0_891,2
403,0_1012,3
404,0_1332,4
405,0_187,0
406,0_308,1
407,0_508,2
408,0_1072,3
409,0_585,4
410,0_59,0
411,0_335,1
412,0_852,2
413,0_1096,3
414,0_1344,4
415,0_235,0
416,0_386,1
417,0_461,2
418,0_1175,3
419,0_1381,4
420,0_24,0
421,0_345,1
422,0_451,2
